2712	6	1837
2712	14	1838
2712	2	1839
2712	60	1840
2712	6	1841
2712	36	1103
2712	6	1842
2712	10	200
2712	32	1843
2712	10	338
2712	88	1844
2712	111	1845
2712	2	1846
2712	2	22
2712	10	1451
2712	10	1847
2712	2	1848
2712	23	1849
2712	4	1850
2712	88	1851
2712	57	1852
2712	79	1853
2712	1	1854
2712	36	1850
2712	51	1116
2712	6	1855
2712	6	368
2712	10	1856
2712	10	1857
2712	169	1858
2712	337	1859
2712	6	186
2712	31	1860
2712	4	1861
2712	275	1862
2712	419	1863
2712	131	1864
2712	88	1865
2712	36	1147
2712	6	200
2712	2	9
2712	46	1866
2712	88	1867
2712	10	1868
2712	88	1869
2712	122	1870
2712	2	1154
2712	10	1871
2712	279	1872
2712	88	175
2712	88	1873
2712	88	1874
2712	88	189
2712	88	1875
2712	58	1876
2712	36	93
2712	2	96
2712	27	1877
2712	5	1878
2712	10	1879
2712	2	1880
2712	15	1881
2712	355	1882
2712	6	1511
2712	6	1883
2712	10	71
2712	12	1884
2712	6	155
2712	14	1885
2712	2	1886
2712	6	1887
2712	2	1888
2712	88	1855
2712	420	1889
2712	10	1890
2712	2	1891
2712	10	1180
2712	1	1892
2712	2	1893
2712	6	1894
2712	2	233
2712	2	11
2712	6	1844
2712	52	1881
2712	2	1895
2712	2	1896
2712	88	247
2712	88	1897
2712	1	1898
2712	88	1842
2712	10	1899
2712	1	132
2712	1	1900
2712	242	50
2712	32	981
2712	2	1901
2712	1	1902
2712	241	50
2712	160	1903
2712	10	1904
2712	10	398
2712	73	1905
2712	10	1906
2712	92	1907
2712	32	1333
2712	4	85
2712	6	1874
2712	88	186
2712	31	1908
2712	1	1909
2712	18	1910
2712	4	1911
2712	10	1912
2712	10	1913
2712	18	1908
2712	13	1116
2712	10	1914
2712	10	864
2712	10	1915
2712	6	1916
2712	6	189
2712	6	1875
2712	6	1851
2712	88	368
2712	421	1882
2712	6	175
2712	1	1917
2712	10	1918
2712	6	1919
2712	1	1920
2712	10	418
2712	2	1921
2712	1	1922
2712	36	1224
2712	263	1923
2712	297	1882
2712	88	1883
2712	10	1924
2712	18	1925
2712	310	1926
2712	1	1927
2712	385	1928
2712	1	1929
2712	268	995
2712	60	1930
2712	422	1931
2712	1	1932
2712	241	71
2712	4	30
2712	31	291
2712	62	1933
2712	1	1934
2712	1	1935
2712	257	1923
2712	6	1869
2712	241	1936
2712	18	1860
2712	2	1937
2712	18	291
2712	2	300
2712	280	1938
2712	162	1858
2712	1	1939
2712	32	1841
2712	198	995
2712	2	1940
2712	32	1941
2712	337	1942
2712	14	1943
2712	1	1944
2712	6	1945
2712	27	1946
2712	423	1947
2712	36	1948
2712	304	1949
2712	88	1205
2712	1	1950
2712	10	207
2712	260	1951
2712	18	1952
2712	10	1023
2712	4	82
2712	337	1949
2712	10	1953
2712	31	1954
2712	32	1118
2712	88	1837
2712	2	1955
2712	2	1956
2712	10	203
2712	73	1957
2712	10	1958
2712	10	1959
2712	10	1960
2712	10	1961
2712	10	1205
2712	10	228
2712	2	1920
2712	32	1962
2712	275	1963
2712	88	1962
2712	2	1964
2712	1	1965
2712	10	1966
2712	10	1967
2712	32	1968
2712	36	82
2712	424	1947
2712	67	1969
2712	6	1970
2712	275	1971
2712	10	1972
2712	1	1973
2712	10	1974
2712	77	1116
2712	2	312
2712	88	1941
2712	88	1118
2712	273	1975
2712	10	1976
2712	46	1977
2712	27	1978
2712	88	200
2712	23	1979
2712	2	316
2712	6	1865
2712	10	1746
2712	6	1205
2712	160	1980
2712	2	1981
2712	88	1841
2712	10	1982
2712	10	1056
2712	10	1983
2712	2	1984
2712	60	1985
2712	425	1986
2712	10	75
2712	304	1942
2712	2	321
2712	10	1987
2712	1	1988
2712	2	1989
2712	275	1975
2712	125	1990
2712	130	1991
2712	2	1992
2712	88	155
2712	88	1968
2712	31	1910
2712	10	1993
2712	32	1887
2712	4	1948
2712	4	1994
2712	10	1321
2712	279	1995
2712	10	1996
2712	10	1323
2712	36	1997
2712	2	1998
2712	6	1867
2712	113	1999
2712	2	2000
2712	38	2001
2712	2	1075
2712	36	1861
2712	2	2002
2712	10	482
2712	274	1995
2712	88	1945
2712	10	1696
2712	10	2003
2712	110	1853
2712	1	328
2712	2	150
2712	10	2004
2712	113	2005
2712	10	2006
2712	2	2007
2712	36	1891
2712	2	2008
2712	32	368
2712	178	2009
2712	10	287
2712	426	1931
2712	18	548
2712	36	1706
2712	27	2010
2712	88	1887
2712	10	2011
2712	10	67
2712	32	155
2712	242	71
2712	10	1341
2712	2	158
2712	2	159
2712	2	2012
2712	10	2013
2712	10	2014
2712	1	2015
2712	31	37
2712	88	1894
2712	18	1954
2712	1	2016
2712	32	1894
2712	6	1333
2712	88	1916
2712	143	1876
2712	242	1936
2712	32	1042
2712	5	2017
2712	97	181
2712	2	353
2712	88	1042
2712	10	2018
2712	32	1916
2712	10	183
2712	31	2019
2712	65	1852
2712	10	2020
2712	5	2021
2712	18	2019
2712	10	2022
2712	1	2023
2712	10	1478
2712	10	190
2712	129	1884
2712	32	1855
2712	427	2024
2712	36	1994
2712	4	1997
2712	32	1842
2712	293	1938
2712	4	2025
2712	0	2026
2712	32	1897
2712	36	1911
2712	7	2027
2712	10	2028
2712	31	1952
2712	32	1945
2712	1	2029
