14	608	1
14	2243	3
14	2694	1
14	2731	4
14	2826	2
14	2920	5
14	2959	2
14	3033	4
14	3081	4
14	3354	3
14	3623	3
15	32	3
15	47	4
15	104	4
15	141	4
15	161	4
15	257	3
15	318	4
15	356	4
15	367	4
15	457	4
15	480	4
15	500	4
15	539	4
15	587	3
15	648	4
15	788	3
15	1092	4
15	1193	4
15	1198	4
15	1213	4
15	1271	3
15	1291	2
15	1343	3
15	1396	4
15	1487	4
15	1527	4
15	1597	4
15	1608	3
15	1615	3
15	1625	4
15	1644	3
15	1672	4
15	1673	3
15	1702	3
15	1704	4
15	1729	2
15	1732	3
15	1783	2
15	1804	4
15	1810	4
15	1840	2
15	1883	3
15	1885	2
15	2000	4
15	2001	4
15	2006	4
15	2126	3
15	2161	2
15	2188	3
15	2268	4
15	2273	3
15	2278	2
15	2302	3
15	2321	2
15	2387	2
15	2389	4
15	2391	3
15	2424	3
15	2433	4
15	2485	3
15	2581	3
15	2605	3
15	2694	4
15	2724	3
15	2770	1
15	2826	4
15	2840	4
15	2882	3
15	2916	4
15	2959	3
15	3005	4
15	3081	3
15	3113	4
15	3176	4
15	3247	2
15	3261	2
15	3298	4
15	3354	2
15	3408	4
15	3499	4
15	3566	2
15	3623	3
15	3624	4
15	3717	3
15	3753	5
15	3755	3
15	3773	2
15	3948	3
22	10	3
22	16	4
22	32	4
22	47	4
22	104	3
22	145	2
22	161	3
22	163	3
22	180	4
22	185	2
22	208	2
22	230	2
22	257	3
22	288	2
22	312	2
22	316	3
22	318	5
22	429	4
22	454	2
22	457	3
22	466	3
22	473	2
22	480	2
22	500	3
22	586	3
22	587	2
22	608	5
22	648	2
22	663	3
22	678	4
22	708	3
22	736	2
22	858	4
22	908	4
22	1020	2
22	1034	4
22	1036	4
22	1047	4
22	1080	4
22	1089	4
22	1197	3
22	1198	4
22	1200	4
22	1205	4
22	1240	4
22	1246	3
22	1253	4
22	1278	2
22	1291	4
22	1425	3
22	1476	3
22	1479	2
22	1527	2
22	1566	2
22	1584	4
22	1597	3
22	1606	3
22	1608	1
22	1625	3
22	1653	3
22	1673	4
22	1689	3
22	1732	4
22	1747	4
22	1792	2
22	1883	2
22	1917	1
22	1921	4
22	1974	3
22	1994	4
22	2004	3
22	2012	3
22	2046	4
22	2054	2
22	2072	4
22	2108	3
22	2133	3
22	2138	4
22	2141	4
22	2150	3
22	2161	4
22	2174	4
22	2195	4
22	2263	3
22	2265	4
22	2273	1
22	2291	4
22	2302	3
22	2320	3
22	2321	3
22	2371	3
22	2376	3
22	2391	4
22	2413	3
22	2416	3
22	2423	3
22	2428	2
22	2450	3
22	2470	2
22	2478	3
22	2616	1
22	2628	2
22	2699	1
22	2716	4
22	2746	4
22	2791	4
22	2797	3
22	2826	3
22	2916	4
22	2985	2
22	3016	3
22	3017	3
22	3020	3
22	3033	4
22	3113	1
22	3176	2
22	3208	3
22	3247	2
22	3255	2
22	3258	3
22	3300	1
22	3355	1
22	3438	2
22	3552	3
22	3624	2
22	3660	4
22	3753	3
22	3809	4
22	3826	1
22	3835	2
22	3896	2
24	208	1
24	261	4
24	303	4
24	318	4
24	425	4
24	500	3
24	539	3
24	590	4
24	597	4
24	608	5
24	648	3
24	858	5
24	912	5
24	920	5
24	953	5
24	1193	5
24	1197	4
24	1198	5
24	1213	5
24	1220	4
24	1221	5
24	1291	4
24	1569	4
24	1584	2
24	1704	4
24	1958	5
24	1965	3
24	2001	3
24	2144	4
24	2145	4
24	2174	3
24	2243	4
24	2248	4
24	2301	4
24	2407	4
24	2424	3
24	2628	3
24	2657	4
24	2716	4
24	2734	3
24	2757	4
24	2791	4
24	2797	4
24	2915	4
24	3081	4
24	3104	4
24	3354	1
24	3361	4
24	3448	5
24	3471	4
24	3552	5
24	3685	4
24	3699	4
25	157	3
25	435	3
25	473	3
25	480	4
25	588	2
25	688	4
25	788	2
25	1129	4
25	1198	5
25	1205	5
25	1291	5
25	1372	5
25	1374	5
25	1653	4
25	1704	4
25	1917	4
25	1921	4
25	2012	5
25	2628	5
25	2709	5
25	2716	5
25	2804	2
25	3114	4
25	3156	5
25	3623	4
25	3676	1
25	3717	4
25	3753	5
30	318	4
30	608	3
30	720	3
30	1176	5
30	1213	3
30	1545	2
30	1922	3
30	2544	4
30	3006	3
30	3911	2
30	3949	4
43	356	5
43	1197	5
43	1961	3
43	2371	4
43	2581	4
43	2605	4
43	3114	5
43	3298	4
47	34	4
47	318	4
47	608	3
47	858	4
47	1089	3
47	1193	4
47	1213	4
47	1221	4
47	2804	4
49	1	5
49	13	4
49	159	5
49	288	4
49	349	3
49	376	3
49	457	5
49	480	5
49	494	4
49	595	5
49	648	3
49	741	3
49	783	4
49	858	5
49	1036	5
49	1054	5
49	1148	3
49	1193	4
49	1200	5
49	1242	4
49	1252	5
49	1374	3
49	1527	3
49	1554	4
49	1566	2
49	1584	4
49	1952	4
49	2006	3
49	2278	4
49	2344	4
49	2353	4
49	2628	3
49	2641	4
49	2761	4
49	2916	5
49	2985	3
49	3101	4
49	3114	4
49	3213	3
49	3438	3
49	3452	2
49	3615	2
49	3704	4
49	3735	4
49	3741	4
49	3755	3
51	1	5
51	11	3
51	34	4
51	318	5
51	588	4
51	2500	3
51	3114	5
51	3159	5
51	3255	5
51	3484	4
51	3553	5
51	3556	4
51	3617	4
51	3618	4
51	3821	1
51	3897	5
57	47	4
57	480	3
57	551	4
57	648	1
57	1198	4
57	1221	4
57	1242	4
